state,district,year,irrigation_type,source,area_hectares
Andhra Pradesh,Adilabad,1998,net,canal_government,19418.0
Andhra Pradesh,Anantapur,1998,net,canal_government,32004.0
Andhra Pradesh,Chittoor,1998,net,canal_government,1551.0
Andhra Pradesh,East Godavari,1998,net,canal_government,187254.0
Andhra Pradesh,Guntur,1998,net,canal_government,304712.0
Andhra Pradesh,Kadapa,1998,net,canal_government,21856.0
Andhra Pradesh,Karimnagar,1998,net,canal_government,52956.0
Andhra Pradesh,Khammam,1998,net,canal_government,63651.0
Andhra Pradesh,Krishna,1998,net,canal_government,236541.0
Andhra Pradesh,Kurnool,1998,net,canal_government,78366.0
Andhra Pradesh,Mahbubnagar,1998,net,canal_government,13742.0
Andhra Pradesh,Medak,1998,net,canal_government,2917.0
Andhra Pradesh,Nalgonda,1998,net,canal_government,71992.0
Andhra Pradesh,Nizamabad,1998,net,canal_government,24073.0
Andhra Pradesh,Prakasam,1998,net,canal_government,77301.0
Andhra Pradesh,Rangareddi,1998,net,canal_government,2866.0
Andhra Pradesh,Spsr Nellore,1998,net,canal_government,81449.0
Andhra Pradesh,Srikakulam,1998,net,canal_government,88815.0
Andhra Pradesh,Visakhapatanam,1998,net,canal_government,47952.0
Andhra Pradesh,Vizianagaram,1998,net,canal_government,34960.0
Andhra Pradesh,Warangal,1998,net,canal_government,1746.0
Andhra Pradesh,West Godavari,1998,net,canal_government,188157.0
Arunachal Pradesh,Changlang,1998,net,canal_government,0.0
Arunachal Pradesh,Dibang Valley,1998,net,canal_government,0.0
Arunachal Pradesh,East Kameng,1998,net,canal_government,0.0
Arunachal Pradesh,East Siang,1998,net,canal_government,0.0
Arunachal Pradesh,Lohit,1998,net,canal_government,0.0
Arunachal Pradesh,Lower Subansiri,1998,net,canal_government,0.0
Arunachal Pradesh,Papum Pare,1998,net,canal_government,0.0
Arunachal Pradesh,Tawang,1998,net,canal_government,0.0
Arunachal Pradesh,Tirap,1998,net,canal_government,0.0
Arunachal Pradesh,Upper Siang,1998,net,canal_government,0.0
Arunachal Pradesh,Upper Subansiri,1998,net,canal_government,0.0
Arunachal Pradesh,West Kameng,1998,net,canal_government,0.0
Arunachal Pradesh,West Siang,1998,net,canal_government,0.0
Bihar,Araria,1998,net,canal_government,12100.0
Bihar,Aurangabad,1998,net,canal_government,115270.0
Bihar,Banka,1998,net,canal_government,27774.0
Bihar,Begusarai,1998,net,canal_government,0.0
Bihar,Bhagalpur,1998,net,canal_government,2843.0
Bihar,Bhojpur,1998,net,canal_government,73821.0
Bihar,Bokaro,1998,net,canal_government,0.0
Bihar,Buxar,1998,net,canal_government,67857.0
Bihar,Chatra,1998,net,canal_government,524.0
Bihar,Darbhanga,1998,net,canal_government,0.0
Bihar,Deoghar,1998,net,canal_government,0.0
Bihar,Dhanbad,1998,net,canal_government,14.0
Bihar,Dumka,1998,net,canal_government,129.0
Bihar,East Singhbum,1998,net,canal_government,108.0
Bihar,Garhwa,1998,net,canal_government,4575.0
Bihar,Gaya,1998,net,canal_government,20443.0
Bihar,Giridih,1998,net,canal_government,0.0
Bihar,Godda,1998,net,canal_government,0.0
Bihar,Gopalganj,1998,net,canal_government,43280.0
Bihar,Gumla,1998,net,canal_government,626.0
Bihar,Hazaribagh,1998,net,canal_government,883.0
Bihar,Jamui,1998,net,canal_government,8693.0
Bihar,Jehanabad,1998,net,canal_government,28461.0
Bihar,Kaimur (Bhabua),1998,net,canal_government,83697.0
Bihar,Katihar,1998,net,canal_government,6823.0
Bihar,Khagaria,1998,net,canal_government,0.0
Bihar,Kishanganj,1998,net,canal_government,0.0
Bihar,Koderma,1998,net,canal_government,0.0
Bihar,Lakhisarai,1998,net,canal_government,3464.0
Bihar,Lohardaga,1998,net,canal_government,175.0
Bihar,Madhepura,1998,net,canal_government,42225.0
Bihar,Madhubani,1998,net,canal_government,6475.0
Bihar,Munger,1998,net,canal_government,17618.0
Bihar,Muzaffarpur,1998,net,canal_government,1768.0
Bihar,Nalanda,1998,net,canal_government,5447.0
Bihar,Nawada,1998,net,canal_government,10580.0
Bihar,Pakur,1998,net,canal_government,0.0
Bihar,Pashchim Champaran,1998,net,canal_government,93599.0
Bihar,Patna,1998,net,canal_government,0.0
Bihar,Purbi Champaran,1998,net,canal_government,10870.0
Bihar,Purnia,1998,net,canal_government,16623.0
Bihar,Ranchi,1998,net,canal_government,2958.0
Bihar,Rohtas,1998,net,canal_government,209626.0
Bihar,Saharsa,1998,net,canal_government,15447.0
Bihar,Sahebganj,1998,net,canal_government,0.0
Bihar,Samastipur,1998,net,canal_government,0.0
Bihar,Saran,1998,net,canal_government,17513.0
Bihar,Sheikhpura,1998,net,canal_government,9914.0
Bihar,Sheohar,1998,net,canal_government,439.0
Bihar,Sitamarhi,1998,net,canal_government,1306.0
Bihar,Siwan,1998,net,canal_government,22131.0
Bihar,Supaul,1998,net,canal_government,34450.0
Bihar,Vaishali,1998,net,canal_government,0.0
Bihar,West Singhbhum,1998,net,canal_government,3598.0
Chandigarh,Chandigarh,1998,net,canal_government,0.0
Chhattisgarh,Bastar,1998,net,canal_government,462.0
Gujarat,Ahmadabad,1998,net,canal_government,32200.0
Gujarat,Amreli,1998,net,canal_government,3800.0
Gujarat,Banas Kantha,1998,net,canal_government,6000.0
Gujarat,Bharuch,1998,net,canal_government,35000.0
Gujarat,Bhavnagar,1998,net,canal_government,25300.0
Gujarat,Dang,1998,net,canal_government,0.0
Gujarat,Gandhinagar,1998,net,canal_government,0.0
Gujarat,Jamnagar,1998,net,canal_government,21300.0
Gujarat,Junagadh,1998,net,canal_government,12200.0
Gujarat,Kachchh,1998,net,canal_government,5400.0
Gujarat,Kheda,1998,net,canal_government,141000.0
Gujarat,Mahesana,1998,net,canal_government,12100.0
Gujarat,Panch Mahals,1998,net,canal_government,39300.0
Gujarat,Rajkot,1998,net,canal_government,39800.0
Gujarat,Sabar Kantha,1998,net,canal_government,20600.0
Gujarat,Surat,1998,net,canal_government,144200.0
Gujarat,Surendranagar,1998,net,canal_government,4400.0
Gujarat,Vadodara,1998,net,canal_government,4000.0
Gujarat,Valsad,1998,net,canal_government,55500.0
Haryana,Ambala,1998,net,canal_government,14100.0
Haryana,Bhiwani,1998,net,canal_government,128600.0
Haryana,Faridabad,1998,net,canal_government,33300.0
Haryana,Fatehabad,1998,net,canal_government,135700.0
Haryana,Gurgaon,1998,net,canal_government,15700.0
Haryana,Hisar,1998,net,canal_government,242900.0
Haryana,Jhajjar,1998,net,canal_government,71300.0
Haryana,Jind,1998,net,canal_government,128600.0
Haryana,Kaithal,1998,net,canal_government,100400.0
Haryana,Karnal,1998,net,canal_government,42000.0
Haryana,Kurukshetra,1998,net,canal_government,8400.0
Haryana,Mahendragarh,1998,net,canal_government,2200.0
Haryana,Panchkula,1998,net,canal_government,0.0
Haryana,Panipat,1998,net,canal_government,32300.0
Haryana,Rewari,1998,net,canal_government,1000.0
Haryana,Rohtak,1998,net,canal_government,91800.0
Haryana,Sirsa,1998,net,canal_government,262200.0
Haryana,Sonipat,1998,net,canal_government,118600.0
Haryana,Yamunanagar,1998,net,canal_government,3700.0
Himachal Pradesh,Bilaspur,1998,net,canal_government,0.0
Himachal Pradesh,Chamba,1998,net,canal_government,0.0
Himachal Pradesh,Hamirpur,1998,net,canal_government,0.0
Himachal Pradesh,Kangra,1998,net,canal_government,0.0
Himachal Pradesh,Kinnaur,1998,net,canal_government,0.0
Himachal Pradesh,Kullu,1998,net,canal_government,0.0
Himachal Pradesh,Lahul And Spiti,1998,net,canal_government,0.0
Himachal Pradesh,Mandi,1998,net,canal_government,0.0
Himachal Pradesh,Shimla,1998,net,canal_government,0.0
Himachal Pradesh,Sirmaur,1998,net,canal_government,3173.0
Himachal Pradesh,Solan,1998,net,canal_government,0.0
Himachal Pradesh,Una,1998,net,canal_government,0.0
Jammu And Kashmir,Anantnag,1998,net,canal_government,17335.0
Jammu And Kashmir,Badgam,1998,net,canal_government,10969.0
Jammu And Kashmir,Baramulla,1998,net,canal_government,12696.0
Jammu And Kashmir,Doda,1998,net,canal_government,1302.0
Jammu And Kashmir,Jammu,1998,net,canal_government,51084.0
Jammu And Kashmir,Kathua,1998,net,canal_government,14165.0
Jammu And Kashmir,Kupwara,1998,net,canal_government,5498.0
Jammu And Kashmir,Poonch,1998,net,canal_government,2092.0
Jammu And Kashmir,Pulwama,1998,net,canal_government,13085.0
Jammu And Kashmir,Rajauri,1998,net,canal_government,1386.0
Jammu And Kashmir,Srinagar,1998,net,canal_government,8453.0
Jammu And Kashmir,Udhampur,1998,net,canal_government,1110.0
Jharkhand,Palamu,1998,net,canal_government,13084.0
Karnataka,Bagalkot,1998,net,canal_government,59297.0
Karnataka,Bangalore Rural,1998,net,canal_government,6229.0
Karnataka,Belgaum,1998,net,canal_government,67735.0
Karnataka,Bellary,1998,net,canal_government,98474.0
Karnataka,Bengaluru Urban,1998,net,canal_government,0.0
Karnataka,Bidar,1998,net,canal_government,114.0
Karnataka,Bijapur,1998,net,canal_government,0.0
Karnataka,Chamarajanagar,1998,net,canal_government,11192.0
Karnataka,Chikmagalur,1998,net,canal_government,4869.0
Karnataka,Chitradurga,1998,net,canal_government,2588.0
Karnataka,Dakshin Kannad,1998,net,canal_government,0.0
Karnataka,Davangere,1998,net,canal_government,74377.0
Karnataka,Dharwad,1998,net,canal_government,22901.0
Karnataka,Gadag,1998,net,canal_government,34621.0
Karnataka,Gulbarga,1998,net,canal_government,121011.0
Karnataka,Hassan,1998,net,canal_government,28921.0
Karnataka,Haveri,1998,net,canal_government,5360.0
Karnataka,Kodagu,1998,net,canal_government,2047.0
Karnataka,Kolar,1998,net,canal_government,0.0
Karnataka,Koppal,1998,net,canal_government,63411.0
Karnataka,Mandya,1998,net,canal_government,97869.0
Karnataka,Mysore,1998,net,canal_government,98576.0
Karnataka,Raichur,1998,net,canal_government,102806.0
Karnataka,Shimoga,1998,net,canal_government,45240.0
Karnataka,Tumkur,1998,net,canal_government,4383.0
Karnataka,Udupi,1998,net,canal_government,0.0
Karnataka,Uttar Kannad,1998,net,canal_government,0.0
Kerala,Alappuzha,1998,net,canal_government,3391.0
Kerala,Ernakulam,1998,net,canal_government,18793.0
Kerala,Idukki,1998,net,canal_government,4085.0
Kerala,Kannur,1998,net,canal_government,98.0
Kerala,Kasaragod,1998,net,canal_government,1.0
Kerala,Kollam,1998,net,canal_government,25.0
Kerala,Kottayam,1998,net,canal_government,1330.0
Kerala,Kozhikode,1998,net,canal_government,1664.0
Kerala,Malappuram,1998,net,canal_government,455.0
Kerala,Palakkad,1998,net,canal_government,43146.0
Kerala,Pathanamthitta,1998,net,canal_government,964.0
Kerala,Thiruvananthapuram,1998,net,canal_government,2564.0
Kerala,Thrissur,1998,net,canal_government,17730.0
Kerala,Wayanad,1998,net,canal_government,397.0
Lakshadweep,Lakshadweep District,1998,net,canal_government,0.0
Madhya Pradesh,Balaghat,1998,net,canal_government,72941.0
Madhya Pradesh,Barwani,1998,net,canal_government,6160.0
Madhya Pradesh,Betul,1998,net,canal_government,16882.0
Madhya Pradesh,Bhind,1998,net,canal_government,62225.0
Madhya Pradesh,Bhopal,1998,net,canal_government,6320.0
Madhya Pradesh,Bilaspur,1998,net,canal_government,110837.0
Madhya Pradesh,Chhatarpur,1998,net,canal_government,21831.0
Madhya Pradesh,Chhindwara,1998,net,canal_government,8225.0
Madhya Pradesh,Damoh,1998,net,canal_government,8680.0
Madhya Pradesh,Dantewada,1998,net,canal_government,832.0
Madhya Pradesh,Datia,1998,net,canal_government,25130.0
Madhya Pradesh,Dewas,1998,net,canal_government,4226.0
Madhya Pradesh,Dhamtari,1998,net,canal_government,81097.0
Madhya Pradesh,Dhar,1998,net,canal_government,9956.0
Madhya Pradesh,Dindori,1998,net,canal_government,632.0
Madhya Pradesh,Durg,1998,net,canal_government,107053.0
Madhya Pradesh,Guna,1998,net,canal_government,18856.0
Madhya Pradesh,Gwalior,1998,net,canal_government,63734.0
Madhya Pradesh,Harda,1998,net,canal_government,70905.0
Madhya Pradesh,Hoshangabad,1998,net,canal_government,138207.0
Madhya Pradesh,Indore,1998,net,canal_government,3968.0
Madhya Pradesh,Jabalpur,1998,net,canal_government,8161.0
Madhya Pradesh,Janjgir-Champa,1998,net,canal_government,101852.0
Madhya Pradesh,Jashpur,1998,net,canal_government,4432.0
Madhya Pradesh,Jhabua,1998,net,canal_government,13324.0
Madhya Pradesh,Kabirdham,1998,net,canal_government,16537.0
Madhya Pradesh,Kanker,1998,net,canal_government,5200.0
Madhya Pradesh,Katni,1998,net,canal_government,8973.0
Madhya Pradesh,Khandwa,1998,net,canal_government,5556.0
Madhya Pradesh,Khargone,1998,net,canal_government,17124.0
Madhya Pradesh,Korba,1998,net,canal_government,3896.0
Madhya Pradesh,Korea,1998,net,canal_government,3432.0
Madhya Pradesh,Mahasamund,1998,net,canal_government,33713.0
Madhya Pradesh,Mandla,1998,net,canal_government,10066.0
Madhya Pradesh,Mandsaur,1998,net,canal_government,1511.0
Madhya Pradesh,Morena,1998,net,canal_government,67072.0
Madhya Pradesh,Narsinghpur,1998,net,canal_government,1190.0
Madhya Pradesh,Neemuch,1998,net,canal_government,2320.0
Madhya Pradesh,Panna,1998,net,canal_government,6684.0
Madhya Pradesh,Raigarh,1998,net,canal_government,12379.0
Madhya Pradesh,Raipur,1998,net,canal_government,231112.0
Madhya Pradesh,Raisen,1998,net,canal_government,50625.0
Madhya Pradesh,Rajgarh,1998,net,canal_government,6406.0
Madhya Pradesh,Rajnandgaon,1998,net,canal_government,33072.0
Madhya Pradesh,Ratlam,1998,net,canal_government,3740.0
Madhya Pradesh,Rewa,1998,net,canal_government,17526.0
Madhya Pradesh,Sagar,1998,net,canal_government,7242.0
Madhya Pradesh,Satna,1998,net,canal_government,7375.0
Madhya Pradesh,Sehore,1998,net,canal_government,36632.0
Madhya Pradesh,Seoni,1998,net,canal_government,35793.0
Madhya Pradesh,Shahdol,1998,net,canal_government,5400.0
Madhya Pradesh,Shajapur,1998,net,canal_government,9793.0
Madhya Pradesh,Sheopur,1998,net,canal_government,47971.0
Madhya Pradesh,Shivpuri,1998,net,canal_government,12326.0
Madhya Pradesh,Sidhi,1998,net,canal_government,11697.0
Madhya Pradesh,Surguja,1998,net,canal_government,6942.0
Madhya Pradesh,Tikamgarh,1998,net,canal_government,26033.0
Madhya Pradesh,Ujjain,1998,net,canal_government,2328.0
Madhya Pradesh,Umaria,1998,net,canal_government,2877.0
Madhya Pradesh,Vidisha,1998,net,canal_government,33218.0
Maharashtra,Ahilyanagar,1998,net,canal_government,97000.0
Maharashtra,Akola,1998,net,canal_government,900.0
Maharashtra,Amravati,1998,net,canal_government,1500.0
Maharashtra,Beed,1998,net,canal_government,71100.0
Maharashtra,Bhandara,1998,net,canal_government,165800.0
Maharashtra,Buldhana,1998,net,canal_government,6300.0
Maharashtra,Chandrapur,1998,net,canal_government,89100.0
Maharashtra,Chhatrapati Sambhajinagar,1998,net,canal_government,23200.0
Maharashtra,Dharashiv,1998,net,canal_government,20700.0
Maharashtra,Dhule,1998,net,canal_government,3100.0
Maharashtra,Gadchiroli,1998,net,canal_government,53800.0
Maharashtra,Jalgaon,1998,net,canal_government,5800.0
Maharashtra,Jalna,1998,net,canal_government,8800.0
Maharashtra,Kolhapur,1998,net,canal_government,66300.0
Maharashtra,Latur,1998,net,canal_government,4200.0
Maharashtra,Nagpur,1998,net,canal_government,52600.0
Maharashtra,Nanded,1998,net,canal_government,22700.0
Maharashtra,Nandurbar,1998,net,canal_government,8900.0
Maharashtra,Nashik,1998,net,canal_government,13900.0
Maharashtra,Parbhani,1998,net,canal_government,39700.0
Maharashtra,Pune,1998,net,canal_government,100600.0
Maharashtra,Raigad,1998,net,canal_government,8000.0
Maharashtra,Ratnagiri,1998,net,canal_government,900.0
Maharashtra,Sangli,1998,net,canal_government,27100.0
Maharashtra,Satara,1998,net,canal_government,58800.0
Maharashtra,Sindhudurg,1998,net,canal_government,30500.0
Maharashtra,Solapur,1998,net,canal_government,61900.0
Maharashtra,Thane,1998,net,canal_government,200.0
Maharashtra,Wardha,1998,net,canal_government,6500.0
Maharashtra,Washim,1998,net,canal_government,2400.0
Maharashtra,Yavatmal,1998,net,canal_government,11100.0
Manipur,Bishnupur,1998,net,canal_government,0.0
Manipur,Chandel,1998,net,canal_government,0.0
Manipur,Imphal East,1998,net,canal_government,0.0
Manipur,Imphal West,1998,net,canal_government,0.0
Manipur,Senapati,1998,net,canal_government,0.0
Manipur,Tamenglong,1998,net,canal_government,0.0
Manipur,Thoubal,1998,net,canal_government,0.0
Manipur,Ukhrul,1998,net,canal_government,0.0
Mizoram,Aizawl,1998,net,canal_government,1238.0
Mizoram,Champhai,1998,net,canal_government,435.0
Mizoram,Kolasib,1998,net,canal_government,584.0
Mizoram,Lunglei,1998,net,canal_government,287.0
Nagaland,Kohima,1998,net,canal_government,0.0
Nagaland,Mokokchung,1998,net,canal_government,0.0
Nagaland,Mon,1998,net,canal_government,0.0
Nagaland,Phek,1998,net,canal_government,0.0
Nagaland,Tuensang,1998,net,canal_government,0.0
Nagaland,Wokha,1998,net,canal_government,0.0
Nagaland,Zunheboto,1998,net,canal_government,0.0
Puducherry,Karaikal,1998,net,canal_government,7599.0
Puducherry,Mahe,1998,net,canal_government,0.0
Puducherry,Pondicherry,1998,net,canal_government,0.0
Puducherry,Yanam,1998,net,canal_government,338.0
Punjab,Amritsar,1998,net,canal_government,233407.0
Punjab,Bathinda,1998,net,canal_government,233704.0
Punjab,Faridkot,1998,net,canal_government,104484.0
Punjab,Fatehgarh Sahib,1998,net,canal_government,1928.0
Punjab,Firozepur,1998,net,canal_government,168085.0
Punjab,Gurdaspur,1998,net,canal_government,25323.0
Punjab,Hoshiarpur,1998,net,canal_government,6999.0
Punjab,Jalandhar,1998,net,canal_government,6937.0
Punjab,Kapurthala,1998,net,canal_government,1188.0
Punjab,Ludhiana,1998,net,canal_government,12500.0
Punjab,Mansa,1998,net,canal_government,149707.0
Punjab,Moga,1998,net,canal_government,433.0
Punjab,Muktsar,1998,net,canal_government,58890.0
Punjab,Nawanshahr,1998,net,canal_government,5652.0
Punjab,Patiala,1998,net,canal_government,14768.0
Punjab,Rupnagar,1998,net,canal_government,1425.0
Punjab,Sangrur,1998,net,canal_government,96141.0
Rajasthan,Ajmer,1998,net,canal_government,2890.0
Rajasthan,Alwar,1998,net,canal_government,4676.0
Rajasthan,Banswara,1998,net,canal_government,55850.0
Rajasthan,Baran,1998,net,canal_government,75532.0
Rajasthan,Barmer,1998,net,canal_government,0.0
Rajasthan,Bharatpur,1998,net,canal_government,4908.0
Rajasthan,Bhilwara,1998,net,canal_government,9300.0
Rajasthan,Bikaner,1998,net,canal_government,129783.0
Rajasthan,Bundi,1998,net,canal_government,103633.0
Rajasthan,Chittorgarh,1998,net,canal_government,3175.0
Rajasthan,Churu,1998,net,canal_government,0.0
Rajasthan,Dausa,1998,net,canal_government,3788.0
Rajasthan,Dholpur,1998,net,canal_government,3699.0
Rajasthan,Dungarpur,1998,net,canal_government,4490.0
Rajasthan,Ganganagar,1998,net,canal_government,567815.0
Rajasthan,Hanumangarh,1998,net,canal_government,314890.0
Rajasthan,Jaipur,1998,net,canal_government,5071.0
Rajasthan,Jaisalmer,1998,net,canal_government,43243.0
Rajasthan,Jalore,1998,net,canal_government,38.0
Rajasthan,Jhalawar,1998,net,canal_government,14055.0
Rajasthan,Jhunjhunu,1998,net,canal_government,32.0
Rajasthan,Jodhpur,1998,net,canal_government,0.0
Rajasthan,Karauli,1998,net,canal_government,11320.0
Rajasthan,Kota,1998,net,canal_government,123448.0
Rajasthan,Nagaur,1998,net,canal_government,0.0
Rajasthan,Pali,1998,net,canal_government,0.0
Rajasthan,Rajsamand,1998,net,canal_government,0.0
Rajasthan,Sawai Madhopur,1998,net,canal_government,39824.0
Rajasthan,Sikar,1998,net,canal_government,93.0
Rajasthan,Sirohi,1998,net,canal_government,2795.0
Rajasthan,Tonk,1998,net,canal_government,32762.0
Rajasthan,Udaipur,1998,net,canal_government,0.0
Tamil Nadu,Coimbatore,1998,net,canal_government,33282.0
Tamil Nadu,Cuddalore,1998,net,canal_government,52548.0
Tamil Nadu,Dharmapuri,1998,net,canal_government,6223.0
Tamil Nadu,Dindigul,1998,net,canal_government,4576.0
Tamil Nadu,Erode,1998,net,canal_government,93839.0
Tamil Nadu,Kanchipuram,1998,net,canal_government,285.0
Tamil Nadu,Kanniyakumari,1998,net,canal_government,10942.0
Tamil Nadu,Karur,1998,net,canal_government,22043.0
Tamil Nadu,Madurai,1998,net,canal_government,49135.0
Tamil Nadu,Nagapattinam,1998,net,canal_government,126806.0
Tamil Nadu,Namakkal,1998,net,canal_government,11962.0
Tamil Nadu,Perambalur,1998,net,canal_government,11975.0
Tamil Nadu,Pudukkottai,1998,net,canal_government,10694.0
Tamil Nadu,Ramanathapuram,1998,net,canal_government,0.0
Tamil Nadu,Salem,1998,net,canal_government,13700.0
Tamil Nadu,Sivaganga,1998,net,canal_government,0.0
Tamil Nadu,Thanjavur,1998,net,canal_government,154001.0
Tamil Nadu,The Nilgiris,1998,net,canal_government,14.0
Tamil Nadu,Theni,1998,net,canal_government,8116.0
Tamil Nadu,Thiruvallur,1998,net,canal_government,3621.0
Tamil Nadu,Thiruvarur,1998,net,canal_government,139584.0
Tamil Nadu,Thoothukudi,1998,net,canal_government,3873.0
Tamil Nadu,Tiruchirappalli,1998,net,canal_government,43942.0
Tamil Nadu,Tirunelveli,1998,net,canal_government,17349.0
Tamil Nadu,Tiruvannamalai,1998,net,canal_government,2607.0
Tamil Nadu,Vellore,1998,net,canal_government,2020.0
Tamil Nadu,Villupuram,1998,net,canal_government,10226.0
Tamil Nadu,Virudhunagar,1998,net,canal_government,0.0
Telangana,Hyderabad,1998,net,canal_government,0.0
Uttar Pradesh,Agra,1998,net,canal_government,36685.0
Uttar Pradesh,Aligarh,1998,net,canal_government,36573.0
Uttar Pradesh,Allahabad,1998,net,canal_government,161221.0
Uttar Pradesh,Ambedkar Nagar,1998,net,canal_government,0.0
Uttar Pradesh,Amroha,1998,net,canal_government,235.0
Uttar Pradesh,Auraiya,1998,net,canal_government,0.0
Uttar Pradesh,Azamgarh,1998,net,canal_government,43261.0
Uttar Pradesh,Bahraich,1998,net,canal_government,3438.0
Uttar Pradesh,Ballia,1998,net,canal_government,40406.0
Uttar Pradesh,Balrampur,1998,net,canal_government,8541.0
Uttar Pradesh,Banda,1998,net,canal_government,86440.0
Uttar Pradesh,Barabanki,1998,net,canal_government,80746.0
Uttar Pradesh,Bareilly,1998,net,canal_government,40028.0
Uttar Pradesh,Basti,1998,net,canal_government,2114.0
Uttar Pradesh,Bijnor,1998,net,canal_government,5825.0
Uttar Pradesh,Budaun,1998,net,canal_government,143.0
Uttar Pradesh,Bulandshahr,1998,net,canal_government,36515.0
Uttar Pradesh,Chandauli,1998,net,canal_government,110895.0
Uttar Pradesh,Chitrakoot,1998,net,canal_government,18510.0
Uttar Pradesh,Deoria,1998,net,canal_government,30220.0
Uttar Pradesh,Etah,1998,net,canal_government,48041.0
Uttar Pradesh,Etawah,1998,net,canal_government,131989.0
Uttar Pradesh,Faizabad,1998,net,canal_government,46355.0
Uttar Pradesh,Farrukhabad,1998,net,canal_government,4805.0
Uttar Pradesh,Fatehpur,1998,net,canal_government,49452.0
Uttar Pradesh,Firozabad,1998,net,canal_government,19002.0
Uttar Pradesh,Gautam Buddha Nagar,1998,net,canal_government,22510.0
Uttar Pradesh,Ghaziabad,1998,net,canal_government,25661.0
Uttar Pradesh,Ghazipur,1998,net,canal_government,54882.0
Uttar Pradesh,Gonda,1998,net,canal_government,0.0
Uttar Pradesh,Gorakhpur,1998,net,canal_government,10378.0
Uttar Pradesh,Hamirpur,1998,net,canal_government,45376.0
Uttar Pradesh,Hardoi,1998,net,canal_government,56731.0
Uttar Pradesh,Hathras,1998,net,canal_government,21844.0
Uttar Pradesh,Jalaun,1998,net,canal_government,130532.0
Uttar Pradesh,Jaunpur,1998,net,canal_government,58240.0
Uttar Pradesh,Jhansi,1998,net,canal_government,77420.0
Uttar Pradesh,Kannauj,1998,net,canal_government,14713.0
Uttar Pradesh,Kanpur Dehat,1998,net,canal_government,84966.0
Uttar Pradesh,Kanpur Nagar,1998,net,canal_government,57211.0
Uttar Pradesh,Kaushambi,1998,net,canal_government,13513.0
Uttar Pradesh,Kheri,1998,net,canal_government,22650.0
Uttar Pradesh,Kushi Nagar,1998,net,canal_government,77841.0
Uttar Pradesh,Lalitpur,1998,net,canal_government,55730.0
Uttar Pradesh,Lucknow,1998,net,canal_government,30781.0
Uttar Pradesh,Maharajganj,1998,net,canal_government,40962.0
Uttar Pradesh,Mahoba,1998,net,canal_government,37693.0
Uttar Pradesh,Mainpuri,1998,net,canal_government,42944.0
Uttar Pradesh,Mathura,1998,net,canal_government,107329.0
Uttar Pradesh,Mau,1998,net,canal_government,13349.0
Uttar Pradesh,Meerut,1998,net,canal_government,58705.0
Uttar Pradesh,Mirzapur,1998,net,canal_government,96499.0
Uttar Pradesh,Moradabad,1998,net,canal_government,12329.0
Uttar Pradesh,Muzaffarnagar,1998,net,canal_government,94715.0
Uttar Pradesh,Pilibhit,1998,net,canal_government,53887.0
Uttar Pradesh,Pratapgarh,1998,net,canal_government,76005.0
Uttar Pradesh,Rae Bareli,1998,net,canal_government,111075.0
Uttar Pradesh,Rampur,1998,net,canal_government,6169.0
Uttar Pradesh,Saharanpur,1998,net,canal_government,63837.0
Uttar Pradesh,Sant Kabeer Nagar,1998,net,canal_government,2384.0
Uttar Pradesh,Sant Ravidas Nagar,1998,net,canal_government,8939.0
Uttar Pradesh,Shahjahanpur,1998,net,canal_government,14129.0
Uttar Pradesh,Shravasti,1998,net,canal_government,0.0
Uttar Pradesh,Siddharth Nagar,1998,net,canal_government,7998.0
Uttar Pradesh,Sitapur,1998,net,canal_government,33587.0
Uttar Pradesh,Sonbhadra,1998,net,canal_government,42358.0
Uttar Pradesh,Sultanpur,1998,net,canal_government,75456.0
Uttar Pradesh,Unnao,1998,net,canal_government,91843.0
Uttar Pradesh,Varanasi,1998,net,canal_government,12130.0
Andhra Pradesh,Adilabad,1998,net,canal_private,0.0
Andhra Pradesh,Anantapur,1998,net,canal_private,0.0
Andhra Pradesh,Chittoor,1998,net,canal_private,0.0
Andhra Pradesh,East Godavari,1998,net,canal_private,0.0
Andhra Pradesh,Guntur,1998,net,canal_private,0.0
Andhra Pradesh,Kadapa,1998,net,canal_private,0.0
Andhra Pradesh,Karimnagar,1998,net,canal_private,0.0
Andhra Pradesh,Khammam,1998,net,canal_private,0.0
Andhra Pradesh,Krishna,1998,net,canal_private,0.0
Andhra Pradesh,Kurnool,1998,net,canal_private,0.0
Andhra Pradesh,Mahbubnagar,1998,net,canal_private,0.0
Andhra Pradesh,Medak,1998,net,canal_private,0.0
Andhra Pradesh,Nalgonda,1998,net,canal_private,0.0
Andhra Pradesh,Nizamabad,1998,net,canal_private,0.0
Andhra Pradesh,Prakasam,1998,net,canal_private,0.0
Andhra Pradesh,Rangareddi,1998,net,canal_private,0.0
Andhra Pradesh,Spsr Nellore,1998,net,canal_private,0.0
Andhra Pradesh,Srikakulam,1998,net,canal_private,0.0
Andhra Pradesh,Visakhapatanam,1998,net,canal_private,0.0
Andhra Pradesh,Vizianagaram,1998,net,canal_private,0.0
Andhra Pradesh,Warangal,1998,net,canal_private,0.0
Andhra Pradesh,West Godavari,1998,net,canal_private,0.0
Arunachal Pradesh,Changlang,1998,net,canal_private,0.0
Arunachal Pradesh,Dibang Valley,1998,net,canal_private,0.0
Arunachal Pradesh,East Kameng,1998,net,canal_private,0.0
Arunachal Pradesh,East Siang,1998,net,canal_private,0.0
